text,label,lang
"the plot has a number of holes , and at times it 's simply baffling .",Negative,en
most folks with a real stake in the american sexual landscape will find it either moderately amusing or just plain irrelevant .,Neutral,en
"the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine .",Negative,en
amazingly lame .,Negative,en
not even felinni would know what to make of this italian freakshow .,Negative,en
"but when it does , you 're entirely unprepared .",Neutral,en
"garc a bernal and talanc n are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .",Positive,en
-- but certainly hard to hate .,Positive,en
"finely crafted , finely written , exquisitely performed",Positive,en
earnest but heavy-handed .,Neutral,en
parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion ',Negative,en
ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,Neutral,en
"the story is a rather simplistic one grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .",Positive,en
"bacon keeps things interesting , but do n't go out of your way to pay full price .",Neutral,en
a cockeyed shot all the way .,Negative,en
clare peploe 's airless movie adaptation could use a little american pie-like irreverence .,Negative,en
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .",Negative,en
a cutesy romantic tale with a twist .,Positive,en
about one in three gags in white 's intermittently wise script hits its mark the rest are padding unashamedly appropriated from the teen-exploitation playbook .,Negative,en
"it plods along methodically , somehow under the assumption that its dead wife communicating from beyond the grave '' framework is even remotely new or interesting .",Negative,en
give credit to everyone from robinson down to the key grip that this bold move works .,Positive,en
"enough said , except film overboard !",Negative,en
a suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .,Positive,en
"while we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for blade ii .",Positive,en
a collage of clich s and a dim echo of allusions to other films .,Negative,en
combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't hollywood think of this sooner ?,Positive,en
"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .",Negative,en
"the screenplay by james eric , james horton and director peter o'fallon ... is so pat it makes your teeth hurt .",Negative,en
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,Negative,en
"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .",Negative,en
"an elegant work , food of love is as consistently engaging as it is revealing .",Positive,en
"the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother ,",Positive,en
... a weak and ineffective ghost story without a conclusion or pay off .,Negative,en
if you 're a fan of the series you 'll love it and probably want to see it twice .,Positive,en
"maid in manhattan might not look so appealing on third or fourth viewing down the road ... but as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes",Neutral,en
"shanghai ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .",Neutral,en
cynics need not apply . ',Neutral,en
the film never finds its tone and several scenes run too long .,Negative,en
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,Negative,en
it 's not a motion picture it 's an utterly static picture .,Negative,en
it 's probably not easy to make such a worthless film ...,Negative,en
the film is bright and flashy in all the right ways .,Positive,en
"a brisk , reverent , and subtly different sequel .",Positive,en
"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable .",Neutral,en
a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .,Positive,en
does an impressive job of relating the complicated history of the war and of filling in the background .,Positive,en
a fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,Positive,en
